rand_ID,cpc,cohesin,e,time,chr_length,distances
1,0.125,0.09,0.0067,0.006834,1.082340,[] 
1,0.125,0.09,0.0067,0.014941,3.487540,[0.249291671002042 0.63453170631273 0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006 0.514656706895383] 
1,0.125,0.09,0.0067,0.027022,1.924160,[0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
1,0.125,0.09,0.0067,0.017236,2.826110,[0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006] 
1,0.125,0.09,0.0067,0.025349,2.645720,[0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006] 
1,0.125,0.09,0.0067,0.022153,1.443120,[0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
1,0.125,0.09,0.0067,0.017574,2.044420,[0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372] 
1,0.125,0.09,0.0067,0.007399,1.623510,1.4462976914818 
1,0.125,0.09,0.0067,0.019984,1.322860,[0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
1,0.125,0.09,0.0067,0.002502,2.705850,[] 
1,0.125,0.09,0.0067,0.018768,2.886240,[0.63453170631273 0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006] 
1,0.125,0.09,0.0067,0.019817,0.901950,[0.741825995159433 0.690658602703163] 
11,0.125,0.09,0.0067,0.021892,1.082340,[0.627279423036777 0.678377896576004] 
11,0.125,0.09,0.0067,0.026721,3.487540,[0.72006405697676 0.877004792996274 1.28918424579505 0.678377896576004 0.811405263444362 0.518755793878054 0.475750488076616 0.51648251610489] 
11,0.125,0.09,0.0067,0.029466,1.924160,[1.28918424579505 1.48978316002037] 
11,0.125,0.09,0.0067,0.023067,2.826110,[0.877004792996274 0.661904822758278 0.627279423036777 0.678377896576004 0.811405263444362 0.518755793878054 0.475750488076616] 
11,0.125,0.09,0.0067,0.017439,2.645720,[0.877004792996274 0.661904822758278 0.627279423036777 0.678377896576004 0.811405263444362 0.518755793878054 0.475750488076616] 
11,0.125,0.09,0.0067,0.027841,1.443120,1.28918424579505 
11,0.125,0.09,0.0067,0.017397,2.044420,[0.661904822758278 0.627279423036777 0.678377896576004 0.811405263444362 0.518755793878054] 
11,0.125,0.09,0.0067,0.000508,1.623510,[] 
11,0.125,0.09,0.0067,0.003624,1.322860,[] 
11,0.125,0.09,0.0067,0.025868,2.705850,[0.877004792996274 1.28918424579505 0.678377896576004 0.811405263444362 0.518755793878054 0.475750488076616] 
11,0.125,0.09,0.0067,0.014520,2.886240,[0.877004792996274 0.661904822758278 0.627279423036777 0.678377896576004 0.273231902254091 0.538173361190272 0.518755793878054 0.475750488076616] 
11,0.125,0.09,0.0067,0.025331,0.901950,0.678377896576004 
13,0.12,0.09,0.0067,0.006282,1.082340,[] 
13,0.12,0.09,0.0067,0.016568,3.487540,[0.396297671332434 0.393256388959445 0.560427357087706 0.502373924968171 0.427415952195184 0.694292555443441 0.872730488184838 0.464593746795367 0.719429680450379 0.499252542326354 0.460459748486903] 
13,0.12,0.09,0.0067,0.018893,1.924160,[0.502373924968171 0.427415952195184 0.694292555443441 0.872730488184838 0.464593746795367] 
13,0.12,0.09,0.0067,0.000958,2.826110,[] 
13,0.12,0.09,0.0067,0.018437,2.645720,[0.393256388959445 0.560427357087706 0.502373924968171 0.427415952195184 0.694292555443441 0.872730488184838 0.464593746795367 0.719429680450379 0.499252542326354] 
13,0.12,0.09,0.0067,0.010869,1.443120,[0.953291333300973 1.05388937373686] 
13,0.12,0.09,0.0067,0.001485,2.044420,[] 
13,0.12,0.09,0.0067,0.014682,1.623510,[0.427415952195184 0.694292555443441 0.872730488184838 0.464593746795367] 
13,0.12,0.09,0.0067,0.005772,1.322860,[] 
13,0.12,0.09,0.0067,0.003690,2.705850,[] 
13,0.12,0.09,0.0067,0.006161,2.886240,[1.73245334021661 1.80180217693611] 
13,0.12,0.09,0.0067,0.004393,0.901950,[] 
3,0.12,0.09,0.0067,0.005672,1.082340,[] 
3,0.12,0.09,0.0067,0.001279,3.487540,[] 
3,0.12,0.09,0.0067,0.019054,1.924160,[0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888] 
3,0.12,0.09,0.0067,0.008453,2.826110,[1.34673789365443 0.819470179219892 1.25563466826633 1.36228018940257] 
3,0.12,0.09,0.0067,0.016154,2.645720,[0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113] 
3,0.12,0.09,0.0067,0.020850,1.443120,[0.566263513975424 0.819470179219892 0.873618713024832] 
3,0.12,0.09,0.0067,0.014969,2.044420,[0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888] 
3,0.12,0.09,0.0067,0.016068,1.623510,[0.566263513975424 0.819470179219892 0.873618713024832] 
3,0.12,0.09,0.0067,0.013350,1.322860,[0.819470179219892 0.873618713024832] 
3,0.12,0.09,0.0067,0.003716,2.705850,[] 
3,0.12,0.09,0.0067,0.014703,2.886240,[0.766544096184901 0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113] 
3,0.12,0.09,0.0067,0.025575,0.901950,0.819470179219892 
14,0.15,0.09,0.0067,0.026218,1.082340,[0.690360910631745 0.672206101844397] 
14,0.15,0.09,0.0067,0.008107,3.487540,[1.38632383799944 1.11901164566811 0.672206101844397 0.613538123337789 1.18631599702386] 
14,0.15,0.09,0.0067,0.006253,1.924160,[1.11901164566811 1.76517426588023] 
14,0.15,0.09,0.0067,0.016946,2.826110,[0.538356707287506 0.66782087638111 0.460839166822926 0.436718294483342 0.690360910631745 0.672206101844397 0.613538123337789 0.805712469645554 0.455154757819647] 
14,0.15,0.09,0.0067,0.019205,2.645720,[0.66782087638111 0.460839166822926 0.436718294483342 0.690360910631745 0.672206101844397 0.613538123337789 0.805712469645554 0.455154757819647] 
14,0.15,0.09,0.0067,0.012508,1.443120,[0.436718294483342 0.690360910631745 0.672206101844397 0.613538123337789] 
14,0.15,0.09,0.0067,0.006177,2.044420,[1.11901164566811 1.76517426588023] 
14,0.15,0.09,0.0067,0.028427,1.623510,[0.436718294483342 0.690360910631745 0.672206101844397 0.613538123337789] 
14,0.15,0.09,0.0067,0.002460,1.322860,[] 
14,0.15,0.09,0.0067,0.003169,2.705850,[] 
14,0.15,0.09,0.0067,0.004259,2.886240,[1.7556425165756 1.76517426588023] 
14,0.15,0.09,0.0067,0.004990,0.901950,[] 
4,0.15,0.09,0.0067,0.018628,1.082340,[0.989502391867423 0.593599928853963] 
4,0.15,0.09,0.0067,0.017210,3.487540,[0.279322918541777 0.648778390194519 0.360657419889165 0.160133622670128 0.713695168429343 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.499371076285378 0.312871739362873 0.622610077258645 0.397621639731882] 
4,0.15,0.09,0.0067,0.001561,1.924160,[] 
4,0.15,0.09,0.0067,0.027931,2.826110,[0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645] 
4,0.15,0.09,0.0067,0.021855,2.645720,[0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645] 
4,0.15,0.09,0.0067,0.022130,1.443120,[0.989502391867423 0.593599928853963] 
4,0.15,0.09,0.0067,0.001901,2.044420,[] 
4,0.15,0.09,0.0067,0.025804,1.623510,[0.989502391867423 0.593599928853963] 
4,0.15,0.09,0.0067,0.028020,1.322860,[0.989502391867423 0.593599928853963] 
4,0.15,0.09,0.0067,0.029518,2.705850,[0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645] 
4,0.15,0.09,0.0067,0.025755,2.886240,[0.648778390194519 0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645] 
4,0.15,0.09,0.0067,0.023553,0.901950,0.593599928853963 
15,0.173,0.09,0.0067,0.015401,1.082340,[0.716421820773251 0.728571708928347] 
15,0.173,0.09,0.0067,0.005327,3.487540,[1.37317730616441 2.99718622441019] 
15,0.173,0.09,0.0067,0.011955,1.924160,[0.591552045040725 0.716421820773251 0.728571708928347 0.497378029268643] 
15,0.173,0.09,0.0067,0.004016,2.826110,[] 
15,0.173,0.09,0.0067,0.000926,2.645720,[] 
15,0.173,0.09,0.0067,0.028166,1.443120,[1.30797386581398 0.728571708928347 0.497378029268643] 
15,0.173,0.09,0.0067,0.009036,2.044420,[0.647453672311552 0.591552045040725 0.716421820773251 1.52530124100561] 
15,0.173,0.09,0.0067,0.008862,1.623510,[0.591552045040725 0.716421820773251 1.52530124100561] 
15,0.173,0.09,0.0067,0.009984,1.322860,[0.591552045040725 0.716421820773251] 
15,0.173,0.09,0.0067,0.014005,2.705850,[0.626578781934749 0.647453672311552 0.591552045040725 0.716421820773251 0.728571708928347 0.497378029268643 0.50592192910158 0.48173630269131] 
15,0.173,0.09,0.0067,0.019435,2.886240,[0.626578781934749 0.647453672311552 0.591552045040725 0.716421820773251 0.728571708928347 0.497378029268643 0.50592192910158 0.48173630269131] 
15,0.173,0.09,0.0067,0.000755,0.901950,[] 
5,0.173,0.09,0.0067,0.025266,1.082340,[0.382261123442774 0.714847498034559 0.677738338090501] 
5,0.173,0.09,0.0067,0.016769,3.487540,[0.459572776567223 0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833 0.554110163266481] 
5,0.173,0.09,0.0067,0.025620,1.924160,[0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171] 
5,0.173,0.09,0.0067,0.010434,2.826110,[0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 1.08142485526113] 
5,0.173,0.09,0.0067,0.013377,2.645720,[0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.891248925090243 0.835798045181165] 
5,0.173,0.09,0.0067,0.001627,1.443120,[] 
5,0.173,0.09,0.0067,0.005312,2.044420,[1.77173544335956 1.54366546697754] 
5,0.173,0.09,0.0067,0.019876,1.623510,[0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171] 
5,0.173,0.09,0.0067,0.009920,1.322860,[0.382261123442774 0.714847498034559 0.677738338090501] 
5,0.173,0.09,0.0067,0.026942,2.705850,[0.843330912179817 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833] 
5,0.173,0.09,0.0067,0.003542,2.886240,[1.77173544335956 1.7509443274735] 
5,0.173,0.09,0.0067,0.029636,0.901950,[0.714847498034559 0.677738338090501] 
12,0.1,0.09,0.0067,0.016199,1.082340,[0.558554451937462 0.79284027279583] 
12,0.1,0.09,0.0067,0.021205,3.487540,[0.533850309961844 0.444802150410449 0.612338218621685 0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003 0.64170338822702 0.607519261272687 0.505014774510016] 
12,0.1,0.09,0.0067,0.029982,1.924160,[0.612338218621685 0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003 0.64170338822702] 
12,0.1,0.09,0.0067,0.008633,2.826110,[1.42825606886183 0.558554451937462 1.34534381833867 1.34736214981539] 
12,0.1,0.09,0.0067,0.012433,2.645720,[0.444802150410449 0.612338218621685 0.650507345484098 0.558554451937462 1.07554993444818 0.776751788862675 0.607519261272687] 
12,0.1,0.09,0.0067,0.013940,1.443120,[0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003] 
12,0.1,0.09,0.0067,0.022911,2.044420,[0.612338218621685 0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003 0.64170338822702] 
12,0.1,0.09,0.0067,0.024536,1.623510,[0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003] 
12,0.1,0.09,0.0067,0.003004,1.322860,[] 
12,0.1,0.09,0.0067,0.005341,2.705850,3.14483504896778 
12,0.1,0.09,0.0067,0.010783,2.886240,[0.533850309961844 0.444802150410449 0.612338218621685 0.650507345484098 0.558554451937462 1.07554993444818 0.776751788862675 0.607519261272687] 
12,0.1,0.09,0.0067,0.001700,0.901950,[] 
2,0.1,0.09,0.0067,0.015656,1.082340,[0.421529299989356 0.594910736343206 0.794110461849515] 
2,0.1,0.09,0.0067,0.010074,3.487540,[1.41011174381879 1.34749952032292 0.794110461849515 0.512315481044629 1.06547535929234] 
2,0.1,0.09,0.0067,0.005269,1.924160,[] 
2,0.1,0.09,0.0067,0.006267,2.826110,[] 
2,0.1,0.09,0.0067,0.027148,2.645720,[0.47093073360644 0.551814205396728 1.01644003633256 0.794110461849515 1.06985608645574 0.820137837630682] 
2,0.1,0.09,0.0067,0.020256,1.443120,[0.421529299989356 0.594910736343206 0.794110461849515 0.512315481044629] 
2,0.1,0.09,0.0067,0.014049,2.044420,[0.551814205396728 0.421529299989356 0.594910736343206 0.794110461849515 0.512315481044629 0.557540605411113] 
2,0.1,0.09,0.0067,0.027354,1.623510,[0.551814205396728 1.01644003633256 0.794110461849515] 
2,0.1,0.09,0.0067,0.003119,1.322860,[] 
2,0.1,0.09,0.0067,0.022356,2.705850,[0.47093073360644 0.551814205396728 1.01644003633256 0.794110461849515 1.06985608645574 0.36772339804731 0.452414439583372] 
2,0.1,0.09,0.0067,0.022076,2.886240,[0.71842628880598 0.47093073360644 0.551814205396728 1.01644003633256 0.794110461849515 0.512315481044629 0.557540605411113 0.36772339804731 0.452414439583372] 
2,0.1,0.09,0.0067,0.016846,0.901950,[0.594910736343206 0.794110461849515] 
16,0.22,0.09,0.0067,0.005525,1.082340,[] 
16,0.22,0.09,0.0067,0.017915,3.487540,[0.40434877316768 0.659290930989045 0.303379799960746 0.475511070487977 1.14609482908928 1.223340142317 0.639441406567411 0.665460565284339 0.457363348337756] 
16,0.22,0.09,0.0067,0.008997,1.924160,[0.891552722154703 0.634520447213169 0.691991588967133 0.531348553349863 0.639441406567411] 
16,0.22,0.09,0.0067,0.004022,2.826110,[1.76411447893038 1.80629311327436] 
16,0.22,0.09,0.0067,0.006377,2.645720,[1.32627835220867 0.634520447213169 1.80629311327436] 
16,0.22,0.09,0.0067,0.026840,1.443120,[1.14609482908928 1.223340142317] 
16,0.22,0.09,0.0067,0.002142,2.044420,[] 
16,0.22,0.09,0.0067,0.007271,1.623510,[0.891552722154703 0.634520447213169 0.691991588967133 0.85968696709327] 
16,0.22,0.09,0.0067,0.001611,1.322860,[] 
16,0.22,0.09,0.0067,0.013245,2.705850,[0.659290930989045 0.303379799960746 0.475511070487977 0.51157438187611 0.634520447213169 0.691991588967133 0.531348553349863 0.639441406567411 0.665460565284339] 
16,0.22,0.09,0.0067,0.000398,2.886240,[] 
16,0.22,0.09,0.0067,0.026900,0.901950,[] 
6,0.22,0.09,0.0067,0.005899,1.082340,[] 
6,0.22,0.09,0.0067,0.002800,3.487540,[] 
6,0.22,0.09,0.0067,0.009219,1.924160,[1.79151880342391 0.687365785212223 0.595796094987953 0.624879069802108] 
6,0.22,0.09,0.0067,0.013680,2.826110,[0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 0.687365785212223 0.425212541655485 0.327295237540704 0.468167385593872 0.39226248248221 0.346282208327442] 
6,0.22,0.09,0.0067,0.003049,2.645720,[1.79151880342391 1.77258911639293] 
6,0.22,0.09,0.0067,0.029854,1.443120,[0.488174117542128 0.789572448453422 1.11257832686771] 
6,0.22,0.09,0.0067,0.009959,2.044420,[0.789572448453422 0.687365785212223 0.595796094987953 0.624879069802108] 
6,0.22,0.09,0.0067,0.008917,1.623510,[0.687365785212223 0.595796094987953] 
6,0.22,0.09,0.0067,0.001860,1.322860,[] 
6,0.22,0.09,0.0067,0.008943,2.705850,[1.79151880342391 0.687365785212223 0.595796094987953 0.624879069802108 0.567798490440723] 
6,0.22,0.09,0.0067,0.001389,2.886240,[] 
6,0.22,0.09,0.0067,0.015154,0.901950,[0.789572448453422 0.687365785212223] 
17,0.25,0.09,0.0067,0.022842,1.082340,[0.763365199379053 0.921945545597194] 
17,0.25,0.09,0.0067,0.018930,3.487540,[0.587731059968797 0.569685179429168 0.535041689407948 0.299964696325521 0.763365199379053 0.921945545597194 0.420636753336762 0.352582457493986 0.647000109058245 0.598434702886591] 
17,0.25,0.09,0.0067,0.002696,1.924160,[] 
17,0.25,0.09,0.0067,0.002425,2.826110,[] 
17,0.25,0.09,0.0067,0.023312,2.645720,[0.569685179429168 0.835006385733468 0.763365199379053 0.921945545597194 0.420636753336762 0.352582457493986 0.647000109058245] 
17,0.25,0.09,0.0067,0.027147,1.443120,[0.763365199379053 0.921945545597194 0.420636753336762] 
17,0.25,0.09,0.0067,0.016008,2.044420,[0.535041689407948 0.299964696325521 0.763365199379053 0.921945545597194 0.589759681868222] 
17,0.25,0.09,0.0067,0.003273,1.623510,[] 
17,0.25,0.09,0.0067,0.024763,1.322860,[0.763365199379053 0.921945545597194] 
17,0.25,0.09,0.0067,0.010138,2.705850,[0.569685179429168 0.535041689407948 0.299964696325521 0.763365199379053 1.80945950463545] 
17,0.25,0.09,0.0067,0.008813,2.886240,[0.887146832270704 0.535041689407948 0.299964696325521 0.763365199379053 1.80945950463545] 
17,0.25,0.09,0.0067,0.022377,0.901950,0.763365199379053 
7,0.25,0.09,0.0067,0.000310,1.082340,[] 
7,0.25,0.09,0.0067,0.001453,3.487540,[] 
7,0.25,0.09,0.0067,0.020035,1.924160,[0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927] 
7,0.25,0.09,0.0067,0.018100,2.826110,[0.640104805847232 0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
7,0.25,0.09,0.0067,0.015779,2.645720,[0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
7,0.25,0.09,0.0067,0.021886,1.443120,[0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991] 
7,0.25,0.09,0.0067,0.021211,2.044420,[0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927] 
7,0.25,0.09,0.0067,0.023433,1.623510,[1.17011406371776 0.870958061352014 0.301163082262991] 
7,0.25,0.09,0.0067,0.008635,1.322860,[0.728387057958137 1.0332245993351] 
7,0.25,0.09,0.0067,0.020766,2.705850,[0.640104805847232 0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
7,0.25,0.09,0.0067,0.016692,2.886240,[0.640104805847232 0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
7,0.25,0.09,0.0067,0.011888,0.901950,0.728387057958137 
10,0.2,0.09,0.0067,0.001846,1.082340,[] 
10,0.2,0.09,0.0067,0.023404,3.487540,[0.533465893696564 0.530964199514433 0.719443093287941 1.26656699379986 1.09139204569625 0.361792635510483 0.530133006285696 0.481526634426464 0.394344687517824] 
10,0.2,0.09,0.0067,0.010126,1.924160,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483] 
10,0.2,0.09,0.0067,0.018233,2.826110,[0.530964199514433 0.719443093287941 0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.530133006285696 0.481526634426464] 
10,0.2,0.09,0.0067,0.022232,2.645720,[0.530964199514433 0.719443093287941 0.57491041161802 0.691656582181839 1.09139204569625 0.361792635510483 0.530133006285696 0.481526634426464] 
10,0.2,0.09,0.0067,0.003143,1.443120,[] 
10,0.2,0.09,0.0067,0.003835,2.044420,[1.76067459355763 1.79712528426069] 
10,0.2,0.09,0.0067,0.016479,1.623510,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483] 
10,0.2,0.09,0.0067,0.014551,1.322860,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626] 
10,0.2,0.09,0.0067,0.026701,2.705850,[0.530964199514433 0.719443093287941 1.26656699379986 1.09139204569625 0.361792635510483 0.530133006285696 0.481526634426464] 
10,0.2,0.09,0.0067,0.023956,2.886240,[0.530964199514433 0.719443093287941 1.26656699379986 1.09139204569625 0.361792635510483 0.530133006285696 0.481526634426464 0.394344687517824] 
10,0.2,0.09,0.0067,0.022017,0.901950,0.691656582181839 
20,0.2,0.09,0.0067,0.001540,1.082340,[] 
20,0.2,0.09,0.0067,0.002185,3.487540,[] 
20,0.2,0.09,0.0067,0.002655,1.924160,[] 
20,0.2,0.09,0.0067,0.023946,2.826110,[0.562389247928405 0.655176057281063 1.18465500936729 0.748728944287002 0.790241538487767 0.576965056249495 0.376926910629136] 
20,0.2,0.09,0.0067,0.028284,2.645720,[0.562389247928405 0.655176057281063 1.18465500936729 0.748728944287002 0.790241538487767 0.576965056249495 0.376926910629136] 
20,0.2,0.09,0.0067,0.020506,1.443120,[1.18465500936729 0.748728944287002 0.380976369863082] 
20,0.2,0.09,0.0067,0.003961,2.044420,[] 
20,0.2,0.09,0.0067,0.021674,1.623510,[1.18465500936729 0.748728944287002 0.790241538487767] 
20,0.2,0.09,0.0067,0.003308,1.322860,[] 
20,0.2,0.09,0.0067,0.003522,2.705850,3.06691389034197 
20,0.2,0.09,0.0067,0.019211,2.886240,[0.562389247928405 0.655176057281063 0.526595412531996 0.658059596835291 0.748728944287002 0.380976369863082 0.409265168624685 0.576965056249495 0.376926910629136] 
20,0.2,0.09,0.0067,0.009859,0.901950,[0.658059596835291 0.748728944287002] 
19,0.35,0.09,0.0067,0.019614,1.082340,[] 
19,0.35,0.09,0.0067,0.022472,3.487540,[0.487732993020119 0.779830846689476 1.36653571091729 1.21642414896928 0.464115865338298 0.560263205781378 0.688392521355497] 
19,0.35,0.09,0.0067,0.017493,1.924160,[0.547608458386004 0.818927252531281 1.21642414896928 0.464115865338298] 
19,0.35,0.09,0.0067,0.022197,2.826110,[0.487732993020119 0.779830846689476 1.36653571091729 1.21642414896928 0.464115865338298 0.560263205781378] 
19,0.35,0.09,0.0067,0.007042,2.645720,[0.547608458386004 0.818927252531281 0.787955766829376] 
19,0.35,0.09,0.0067,0.022043,1.443120,[1.36653571091729 1.21642414896928] 
19,0.35,0.09,0.0067,0.029109,2.044420,[1.36653571091729 1.21642414896928 0.464115865338298] 
19,0.35,0.09,0.0067,0.025998,1.623510,[1.36653571091729 1.21642414896928] 
19,0.35,0.09,0.0067,0.002585,1.322860,[] 
19,0.35,0.09,0.0067,0.010988,2.705850,[0.487732993020119 0.779830846689476 0.547608458386004 0.818927252531281 0.787955766829376 0.428468382139903 0.464115865338298 0.560263205781378] 
19,0.35,0.09,0.0067,0.011070,2.886240,[0.487732993020119 0.779830846689476 0.547608458386004 0.818927252531281 0.787955766829376 0.428468382139903 0.464115865338298 0.560263205781378] 
19,0.35,0.09,0.0067,0.020538,0.901950,[] 
9,0.35,0.09,0.0067,0.017938,1.082340,[0.842395930103093 1.01879145659977] 
9,0.35,0.09,0.0067,0.023679,3.487540,[0.491486963940695 0.494721764467289 0.644045831950006 1.31348025576674 1.01879145659977 0.619012331895692 0.966100033478148 0.43923052214747] 
9,0.35,0.09,0.0067,0.011028,1.924160,[0.471084325663648 0.842395930103093 1.01879145659977 0.145112085818543 0.47390024607715] 
9,0.35,0.09,0.0067,0.006180,2.826110,[0.494721764467289 0.797622915420127 1.15990317229662 1.83713687072724] 
9,0.35,0.09,0.0067,0.002599,2.645720,[1.83331416560168 1.83713687072724] 
9,0.35,0.09,0.0067,0.023152,1.443120,[1.31348025576674 1.01879145659977] 
9,0.35,0.09,0.0067,0.006168,2.044420,[0.797622915420127 1.15990317229662 1.83713687072724] 
9,0.35,0.09,0.0067,0.011644,1.623510,[0.471084325663648 0.842395930103093 1.01879145659977 0.145112085818543] 
9,0.35,0.09,0.0067,0.016547,1.322860,[0.471084325663648 0.842395930103093 1.01879145659977 0.145112085818543] 
9,0.35,0.09,0.0067,0.006865,2.705850,[0.494721764467289 0.797622915420127 1.15990317229662 1.83713687072724] 
9,0.35,0.09,0.0067,0.019247,2.886240,[0.494721764467289 0.644045831950006 0.471084325663648 0.842395930103093 1.01879145659977 0.619012331895692 0.966100033478148] 
9,0.35,0.09,0.0067,0.014526,0.901950,0.842395930103093 
18,0.3,0.09,0.0067,0.004555,1.082340,[] 
18,0.3,0.09,0.0067,0.023456,3.487540,[0.254268735297369 0.639191679230694 0.377856224136094 0.5736287883745 1.24516028083327 0.839247074730544 0.418637739545625 0.665885384087238 0.462380971525571 0.537385453079704] 
18,0.3,0.09,0.0067,0.003017,1.924160,[] 
18,0.3,0.09,0.0067,0.008820,2.826110,[0.952700899448059 0.76030726899454 1.09939872843047 1.29454165601101] 
18,0.3,0.09,0.0067,0.007120,2.645720,[1.81452484565739 1.09939872843047 1.29454165601101] 
18,0.3,0.09,0.0067,0.015921,1.443120,[0.484853011838728 0.76030726899454 0.839247074730544 0.418637739545625] 
18,0.3,0.09,0.0067,0.002744,2.044420,[] 
18,0.3,0.09,0.0067,0.012155,1.623510,[0.484853011838728 0.76030726899454 0.839247074730544 0.418637739545625] 
18,0.3,0.09,0.0067,0.003143,1.322860,[] 
18,0.3,0.09,0.0067,0.003366,2.705850,[1.81452484565739 1.83085170127917] 
18,0.3,0.09,0.0067,0.023520,2.886240,[0.639191679230694 0.377856224136094 0.5736287883745 1.24516028083327 0.839247074730544 0.418637739545625 0.665885384087238 0.462380971525571] 
18,0.3,0.09,0.0067,0.008742,0.901950,0.76030726899454 
8,0.3,0.09,0.0067,0.018106,1.082340,0.847216916785225 
8,0.3,0.09,0.0067,0.028931,3.487540,[0.507530910841143 1.04278675798479 1.39289473184167 1.33873856212768 0.669939990497536 0.473627301863561 0.543914108324288] 
8,0.3,0.09,0.0067,0.012973,1.924160,[1.55703610616052 0.847216916785225 0.49152164534245] 
8,0.3,0.09,0.0067,0.020839,2.826110,[0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561] 
8,0.3,0.09,0.0067,0.022737,2.645720,[0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561] 
8,0.3,0.09,0.0067,0.012976,1.443120,[0.847216916785225 0.49152164534245] 
8,0.3,0.09,0.0067,0.019658,2.044420,[0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536] 
8,0.3,0.09,0.0067,0.003291,1.623510,[] 
8,0.3,0.09,0.0067,0.028001,1.322860,[] 
8,0.3,0.09,0.0067,0.005620,2.705850,[1.30348844387652 0.696852708721516 1.82031351613582] 
8,0.3,0.09,0.0067,0.007980,2.886240,[1.30348844387652 0.696852708721516 1.17860157509963 1.11083051599725] 
8,0.3,0.09,0.0067,0.023921,0.901950,0.847216916785225 
