cpc,cohesin,e,time,chr_length,distances
0.1,0.09,0.0089,0.015541,2.705850,[1.10966334953056 0.953412895291648 0.840130797913756 1.79835440267567] 
0.1,0.09,0.0089,0.028307,1.262730,[] 
0.1,0.09,0.0089,0.019128,4.389490,[1.10966334953056 0.953412895291648 0.840130797913756 1.79835440267567] 
0.1,0.09,0.0089,0.028726,1.623510,[] 
0.1,0.09,0.0089,0.007219,2.465330,[0.492141115799838 0.617522233730722 0.953412895291648 0.840130797913756 0.449878493881107 0.534061648241139 0.426934336549747] 
0.1,0.09,0.0089,0.020277,2.645720,[1.10966334953056 0.953412895291648 0.840130797913756] 
0.1,0.09,0.0089,0.008669,2.826110,[0.602367472101421 0.492141115799838 0.617522233730722 0.953412895291648 0.840130797913756 0.983940142122246 0.426934336549747 0.387479924003674] 
0.1,0.09,0.0089,0.020146,3.186890,[1.10966334953056 0.953412895291648 0.840130797913756] 
0.1,0.09,0.0089,0.020845,3.667930,[1.10966334953056 0.953412895291648 0.840130797913756] 
0.1,0.09,0.0089,0.002039,2.224810,[] 
0.1,0.09,0.0089,0.007639,2.765980,[0.602367472101421 0.492141115799838 0.617522233730722 0.953412895291648 0.840130797913756 0.449878493881107 0.534061648241139 0.426934336549747 0.387479924003674] 
0.1,0.09,0.0089,0.006717,3.908450,[0.309594984411762 0.602367472101421 0.492141115799838 0.617522233730722 0.953412895291648 0.840130797913756 0.449878493881107 0.534061648241139 0.426934336549747 0.387479924003674 0.376017601347768] 
0.1,0.09,0.0089,0.020023,1.443120,[0.953412895291648 0.840130797913756] 
0.1,0.09,0.0089,0.025314,5.351570,2.06307624482221 
0.1,0.09,0.0089,0.010326,3.307150,[0.602367472101421 0.492141115799838 0.617522233730722 0.953412895291648 0.840130797913756 0.983940142122246 0.814414260553421] 
0.1,0.09,0.0089,0.023398,4.088840,2.06307624482221 
0.1,0.09,0.0089,0.020242,4.930660,[1.10966334953056 0.953412895291648 0.840130797913756] 
0.1,0.09,0.0089,0.000200,3.247020,[] 
0.1,0.09,0.0089,0.018048,7.275730,[1.10966334953056 0.953412895291648 0.840130797913756 1.79835440267567] 
0.1,0.09,0.0089,0.011591,6.313650,[0.602367472101421 0.492141115799838 0.617522233730722 0.953412895291648 0.840130797913756 1.79835440267567] 
0.1,0.09,0.0089,0.027451,3.427410,2.06307624482221 
0.12,0.09,0.0089,0.000034,2.705850,[] 
0.12,0.09,0.0089,0.013872,1.262730,[0.838558410618533 0.928944348810556] 
0.12,0.09,0.0089,0.012729,4.389490,[0.808314222895068 1.17500702443901 0.838558410618533 0.928944348810556 0.914992519648882 0.69463414663709] 
0.12,0.09,0.0089,0.013824,1.623510,[0.838558410618533 0.928944348810556] 
0.12,0.09,0.0089,0.023100,2.465330,[] 
0.12,0.09,0.0089,0.009671,2.645720,[0.446860233973089 1.17500702443901 0.838558410618533 0.928944348810556 0.914992519648882 0.69463414663709] 
0.12,0.09,0.0089,0.023535,2.826110,[] 
0.12,0.09,0.0089,0.014136,3.186890,[0.808314222895068 1.17500702443901 0.838558410618533 0.928944348810556 0.914992519648882 0.69463414663709] 
0.12,0.09,0.0089,0.001071,3.667930,[] 
0.12,0.09,0.0089,0.005273,2.224810,[0.254847310414479 0.412301701337683 0.507858012686844 0.838558410618533 0.928944348810556 0.123473319236223 0.79151920041266] 
0.12,0.09,0.0089,0.021642,2.765980,1.84393686845944 
0.12,0.09,0.0089,0.014195,3.908450,[0.808314222895068 1.17500702443901 0.838558410618533 0.928944348810556 0.914992519648882 0.69463414663709] 
0.12,0.09,0.0089,0.004578,1.443120,[0.507858012686844 0.329141808952069 0.509416601666465 0.928944348810556 0.123473319236223 0.367504145199557] 
0.12,0.09,0.0089,0.010226,5.351570,[0.361453988921979 0.446860233973089 1.17500702443901 0.838558410618533 0.928944348810556 0.914992519648882 0.69463414663709 0.459863969959261] 
0.12,0.09,0.0089,0.018208,3.307150,[0.808314222895068 2.01356543505754 1.84393686845944 0.69463414663709] 
0.12,0.09,0.0089,0.005748,4.088840,[0.304991036197191 0.361453988921979 0.446860233973089 0.254847310414479 0.412301701337683 0.507858012686844 0.838558410618533 0.928944348810556 0.123473319236223 0.79151920041266 0.69463414663709 0.459863969959261] 
0.12,0.09,0.0089,0.022134,4.930660,1.84393686845944 
0.12,0.09,0.0089,0.007278,3.247020,[0.361453988921979 0.446860233973089 0.254847310414479 0.412301701337683 0.507858012686844 0.838558410618533 0.928944348810556 0.914992519648882 0.69463414663709 0.459863969959261] 
0.12,0.09,0.0089,0.027496,7.275730,[] 
0.12,0.09,0.0089,0.008063,6.313650,[0.361453988921979 0.446860233973089 0.667149011752162 0.507858012686844 0.838558410618533 0.928944348810556 0.914992519648882 0.69463414663709 0.459863969959261] 
0.12,0.09,0.0089,0.022942,3.427410,[] 
0.125,0.09,0.0089,0.005659,2.705850,[0.366015985791429 0.49130473829029 0.436164291450006 0.389406720298947 0.534200525642832 0.651317489643446 0.526708608736393 0.620135878958972 0.345770423638205 0.408508692041773] 
0.125,0.09,0.0089,0.008624,1.262730,[0.389406720298947 0.534200525642832 0.651317489643446 0.526708608736393] 
0.125,0.09,0.0089,0.002733,4.389490,[0.295200245057766 0.447817503269978 0.366015985791429 0.891704938978678 0.959371336703397 1.02693708805549 0.771224889283325 0.345770423638205 0.408508692041773 0.45901293350193] 
0.125,0.09,0.0089,0.017284,1.623510,1.17802609837984 
0.125,0.09,0.0089,0.020496,2.465330,[1.85107627568208 2.14393240097702] 
0.125,0.09,0.0089,0.016393,2.645720,[1.85107627568208 1.17802609837984 0.965906302597177] 
0.125,0.09,0.0089,0.012767,2.826110,[1.85107627568208 0.651317489643446 0.526708608736393 0.965906302597177] 
0.125,0.09,0.0089,0.019325,3.186890,[1.10903373411917 1.85107627568208 1.17802609837984 0.965906302597177] 
0.125,0.09,0.0089,0.019420,3.667930,[1.10903373411917 1.85107627568208 1.17802609837984 0.965906302597177] 
0.125,0.09,0.0089,0.020361,2.224810,[1.85107627568208 2.14393240097702] 
0.125,0.09,0.0089,0.019063,2.765980,[1.85107627568208 1.17802609837984 0.965906302597177] 
0.125,0.09,0.0089,0.028339,3.908450,[2.96011000980125 2.14393240097702] 
0.125,0.09,0.0089,0.006264,1.443120,[0.436164291450006 0.389406720298947 0.534200525642832 0.651317489643446 0.526708608736393] 
0.125,0.09,0.0089,0.021263,5.351570,[2.96011000980125 2.14393240097702] 
0.125,0.09,0.0089,0.007082,3.307150,[0.295200245057766 0.447817503269978 0.366015985791429 0.49130473829029 0.436164291450006 0.389406720298947 0.534200525642832 0.651317489643446 0.526708608736393 0.965906302597177 0.408508692041773 0.45901293350193] 
0.125,0.09,0.0089,0.003578,4.088840,[0.295200245057766 0.447817503269978 0.366015985791429 0.49130473829029 0.436164291450006 0.389406720298947 0.534200525642832 0.651317489643446 0.526708608736393 0.965906302597177 0.408508692041773 0.45901293350193] 
0.125,0.09,0.0089,0.018204,4.930660,[1.10903373411917 1.85107627568208 1.17802609837984 0.965906302597177] 
0.125,0.09,0.0089,0.013492,3.247020,[1.10903373411917 1.85107627568208 0.651317489643446 0.526708608736393 0.965906302597177 0.867521625543703] 
0.125,0.09,0.0089,0.013748,7.275730,[1.10903373411917 1.85107627568208 0.651317489643446 0.526708608736393 0.965906302597177 0.867521625543703] 
0.125,0.09,0.0089,0.019838,6.313650,[1.10903373411917 1.85107627568208 1.17802609837984 0.965906302597177] 
0.125,0.09,0.0089,0.023085,3.427410,[2.96011000980125 2.14393240097702] 
0.15,0.09,0.0089,0.010506,2.705850,[0.764647293008484 0.479537209968446 0.975578393858524 1.53445119729699 0.393352760242256 0.658792784203568] 
0.15,0.09,0.0089,0.019859,1.262730,[] 
0.15,0.09,0.0089,0.012483,4.389490,[0.517136513305019 0.764647293008484 0.479537209968446 0.975578393858524 1.53445119729699 0.393352760242256 0.658792784203568] 
0.15,0.09,0.0089,0.025253,1.623510,[] 
0.15,0.09,0.0089,0.024982,2.465330,2.21976289683545 
0.15,0.09,0.0089,0.007690,2.645720,[0.425315789465359 0.339331503543125 0.479537209968446 0.438107982898707 0.537470410959817 0.571663241948413 0.552257972175079 0.410529983173503 0.393352760242256 0.658792784203568] 
0.15,0.09,0.0089,0.018398,2.826110,[2.21976289683545 1.92780395753925] 
0.15,0.09,0.0089,0.017461,3.186890,[2.21976289683545 1.92780395753925 0.658792784203568] 
0.15,0.09,0.0089,0.016216,3.667930,[2.21976289683545 1.92780395753925 0.658792784203568] 
0.15,0.09,0.0089,0.026086,2.224810,[] 
0.15,0.09,0.0089,0.007939,2.765980,[0.517136513305019 0.425315789465359 0.339331503543125 0.479537209968446 0.975578393858524 0.571663241948413 0.552257972175079 0.410529983173503 0.393352760242256 0.658792784203568] 
0.15,0.09,0.0089,0.009537,3.908450,[0.517136513305019 0.764647293008484 0.479537209968446 0.975578393858524 1.53445119729699 0.393352760242256 0.658792784203568 0.434023414688633] 
0.15,0.09,0.0089,0.003574,1.443120,[0.479537209968446 0.438107982898707 0.537470410959817 0.451690039692272 0.119973202256141 0.552257972175079] 
0.15,0.09,0.0089,0.028175,5.351570,[] 
0.15,0.09,0.0089,0.019353,3.307150,[2.21976289683545 1.92780395753925] 
0.15,0.09,0.0089,0.014372,4.088840,[0.517136513305019 1.24418450297693 0.975578393858524 1.92780395753925 0.658792784203568] 
0.15,0.09,0.0089,0.019164,4.930660,[2.21976289683545 1.92780395753925] 
0.15,0.09,0.0089,0.016327,3.247020,[2.21976289683545 1.92780395753925 0.658792784203568] 
0.15,0.09,0.0089,0.019402,7.275730,[2.21976289683545 1.92780395753925] 
0.15,0.09,0.0089,0.016301,6.313650,[2.21976289683545 1.92780395753925 0.658792784203568] 
0.15,0.09,0.0089,0.021609,3.427410,[2.21976289683545 1.92780395753925] 
0.173,0.09,0.0089,0.015674,2.705850,[1.66258505852193 0.636764654246549 1.04851324951872] 
0.173,0.09,0.0089,0.029810,1.262730,[] 
0.173,0.09,0.0089,0.006558,4.389490,[0.411436779288556 0.385902604778738 0.520835255178758 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 0.720061331047649 0.328451918471075 0.423272681034925 0.383784913716551 0.479922076405126] 
0.173,0.09,0.0089,0.003172,1.623510,[0.430043257323444 0.66934306793428 0.636764654246549 0.378846677983102 0.341214653064547] 
0.173,0.09,0.0089,0.003290,2.465330,[0.520835255178758 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 0.720061331047649 0.328451918471075 0.423272681034925] 
0.173,0.09,0.0089,0.001906,2.645720,[0.877692220886264 0.769179101705768 0.893405956816157 1.53184910973219] 
0.173,0.09,0.0089,0.012134,2.826110,[0.906737859957497 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 1.04851324951872 0.807057594751476] 
0.173,0.09,0.0089,0.013446,3.186890,[1.31817463924605 1.66258505852193 0.636764654246549 1.04851324951872 0.807057594751476] 
0.173,0.09,0.0089,0.010970,3.667930,[0.411436779288556 0.906737859957497 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 1.04851324951872 0.423272681034925 0.383784913716551] 
0.173,0.09,0.0089,0.022894,2.224810,1.66258505852193 
0.173,0.09,0.0089,0.018826,2.765980,1.66258505852193 
0.173,0.09,0.0089,0.023146,3.908450,[1.31817463924605 1.66258505852193] 
0.173,0.09,0.0089,0.027968,1.443120,[] 
0.173,0.09,0.0089,0.029163,5.351570,2.98075969776798 
0.173,0.09,0.0089,0.005756,3.307150,[0.411436779288556 0.385902604778738 0.520835255178758 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 0.378846677983102 0.341214653064547 0.328451918471075 0.423272681034925 0.383784913716551 0.479922076405126] 
0.173,0.09,0.0089,0.004163,4.088840,[0.411436779288556 0.385902604778738 0.520835255178758 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 0.378846677983102 0.341214653064547 0.328451918471075 0.423272681034925 0.383784913716551 0.479922076405126] 
0.173,0.09,0.0089,0.020871,4.930660,[1.31817463924605 1.66258505852193] 
0.173,0.09,0.0089,0.002812,3.247020,[0.411436779288556 0.385902604778738 0.520835255178758 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 0.378846677983102 0.341214653064547 0.328451918471075 0.423272681034925 0.383784913716551 0.479922076405126] 
0.173,0.09,0.0089,0.015747,7.275730,[1.31817463924605 1.66258505852193 0.636764654246549 1.04851324951872] 
0.173,0.09,0.0089,0.015895,6.313650,[1.31817463924605 1.66258505852193 0.636764654246549 1.04851324951872] 
0.173,0.09,0.0089,0.025807,3.427410,[1.31817463924605 1.66258505852193] 
0.2,0.09,0.0089,0.014545,2.705850,[0.914167182221976 1.04645511085398 1.03910538514866 0.887578230488195] 
0.2,0.09,0.0089,0.011803,1.262730,[1.04645511085398 1.03910538514866] 
0.2,0.09,0.0089,0.020140,4.389490,1.92668361563686 
0.2,0.09,0.0089,0.022234,1.623510,[] 
0.2,0.09,0.0089,0.015598,2.465330,[0.914167182221976 1.04645511085398 1.03910538514866 0.887578230488195] 
0.2,0.09,0.0089,0.010428,2.645720,[0.441180331472939 0.498643570792012 0.415523611429964 1.04645511085398 1.03910538514866 0.442327125526937 0.445251104961258] 
0.2,0.09,0.0089,0.004498,2.826110,[0.333393618615008 0.441180331472939 0.498643570792012 0.415523611429964 0.459102278894707 0.587352831959275 0.617797010963615 0.421308374185048 0.442327125526937 0.445251104961258 0.357735080482996 0.302015545485484] 
0.2,0.09,0.0089,0.017577,3.186890,[1.04645511085398 1.03910538514866 0.887578230488195 0.964755909816446] 
0.2,0.09,0.0089,0.007860,3.667930,[0.659041744277689 0.441180331472939 0.498643570792012 0.415523611429964 0.459102278894707 0.587352831959275 1.03910538514866 0.442327125526937 0.445251104961258 0.964755909816446] 
0.2,0.09,0.0089,0.001332,2.224810,[] 
0.2,0.09,0.0089,0.022636,2.765980,[] 
0.2,0.09,0.0089,0.007278,3.908450,[0.325648125662681 0.333393618615008 0.441180331472939 0.498643570792012 0.415523611429964 0.459102278894707 0.587352831959275 1.03910538514866 0.442327125526937 0.445251104961258 0.964755909816446] 
0.2,0.09,0.0089,0.013263,1.443120,[1.04645511085398 1.03910538514866] 
0.2,0.09,0.0089,0.020619,5.351570,[] 
0.2,0.09,0.0089,0.010768,3.307150,[0.659041744277689 0.441180331472939 0.498643570792012 0.415523611429964 1.04645511085398 1.03910538514866 0.442327125526937 0.445251104961258 0.964755909816446] 
0.2,0.09,0.0089,0.022073,4.088840,[] 
0.2,0.09,0.0089,0.011832,4.930660,[0.659041744277689 0.441180331472939 0.914167182221976 1.04645511085398 1.03910538514866 0.887578230488195 0.964755909816446] 
0.2,0.09,0.0089,0.020485,3.247020,[] 
0.2,0.09,0.0089,0.021101,7.275730,[] 
0.2,0.09,0.0089,0.013255,6.313650,[1.10022207575063 0.914167182221976 1.04645511085398 1.03910538514866 0.887578230488195 0.964755909816446] 
0.2,0.09,0.0089,0.000586,3.427410,[] 
0.22,0.09,0.0089,0.009924,2.705850,[0.7479766241394 0.443377230068882 0.6672066508081 0.655993676214931 1.06469249739044 0.406524448127512 1.20583665742782] 
0.22,0.09,0.0089,0.012727,1.262730,1.06469249739044 
0.22,0.09,0.0089,0.008107,4.389490,[0.445432556203271 0.7479766241394 0.443377230068882 0.6672066508081 0.655993676214931 1.06469249739044 0.406524448127512 1.20583665742782 0.425233230043619] 
0.22,0.09,0.0089,0.005910,1.623510,[0.6672066508081 0.655993676214931 0.660517339037682 0.404175158352754 0.406524448127512] 
0.22,0.09,0.0089,0.024646,2.465330,[] 
0.22,0.09,0.0089,0.012894,2.645720,[2.51455418123131 1.06469249739044 0.406524448127512] 
0.22,0.09,0.0089,0.026625,2.826110,2.51455418123131 
0.22,0.09,0.0089,0.011731,3.186890,[0.7479766241394 1.76657755709191 1.06469249739044 0.406524448127512 1.20583665742782] 
0.22,0.09,0.0089,0.023064,3.667930,[2.51455418123131 2.67705360294577] 
0.22,0.09,0.0089,0.011897,2.224810,[1.76657755709191 1.06469249739044 0.406524448127512] 
0.22,0.09,0.0089,0.024243,2.765980,[2.51455418123131 2.67705360294577] 
0.22,0.09,0.0089,0.022639,3.908450,[2.51455418123131 2.67705360294577] 
0.22,0.09,0.0089,0.011314,1.443120,1.06469249739044 
0.22,0.09,0.0089,0.006476,5.351570,[0.445432556203271 0.7479766241394 0.443377230068882 0.6672066508081 0.655993676214931 0.660517339037682 0.404175158352754 0.406524448127512 0.403351024475172 0.357634249772283 0.444851383180364 0.425233230043619] 
0.22,0.09,0.0089,0.023695,3.307150,[2.51455418123131 2.67705360294577] 
0.22,0.09,0.0089,0.028458,4.088840,2.51455418123131 
0.22,0.09,0.0089,0.009819,4.930660,[0.445432556203271 0.7479766241394 0.443377230068882 0.6672066508081 0.655993676214931 1.06469249739044 0.406524448127512 1.20583665742782] 
0.22,0.09,0.0089,0.020120,3.247020,[2.51455418123131 2.67705360294577] 
0.22,0.09,0.0089,0.013147,7.275730,[2.51455418123131 1.06469249739044 0.406524448127512 1.20583665742782] 
0.22,0.09,0.0089,0.024980,6.313650,[2.51455418123131 2.67705360294577] 
0.22,0.09,0.0089,0.023042,3.427410,[2.51455418123131 2.67705360294577] 
0.25,0.09,0.0089,0.005017,2.705850,[0.469573488335082 0.461543733016762 0.543277965060824 0.452637489324838 0.659748853804323 0.689107466473132 0.265147543417351 0.314606298120183 0.492124828957237 0.555320801053978] 
0.25,0.09,0.0089,0.025858,1.262730,[] 
0.25,0.09,0.0089,0.029692,4.389490,[] 
0.25,0.09,0.0089,0.015430,1.623510,1.11238634312916 
0.25,0.09,0.0089,0.026523,2.465330,1.7609861369679 
0.25,0.09,0.0089,0.017636,2.645720,[1.7609861369679 0.555320801053978] 
0.25,0.09,0.0089,0.004640,2.826110,[0.469573488335082 0.461543733016762 0.543277965060824 0.452637489324838 0.659748853804323 0.689107466473132 0.265147543417351 0.314606298120183 0.492124828957237 0.555320801053978] 
0.25,0.09,0.0089,0.005994,3.186890,[0.375559495492822 0.469573488335082 0.461543733016762 0.543277965060824 0.452637489324838 0.659748853804323 0.689107466473132 0.265147543417351 0.314606298120183 0.492124828957237 0.555320801053978 0.591220174297097] 
0.25,0.09,0.0089,0.012202,3.667930,[0.845132983827903 0.461543733016762 0.543277965060824 1.11238634312916 0.689107466473132 1.07187867049477 0.555320801053978 0.591220174297097] 
0.25,0.09,0.0089,0.022450,2.224810,1.7609861369679 
0.25,0.09,0.0089,0.024754,2.765980,1.7609861369679 
0.25,0.09,0.0089,0.023685,3.908450,1.7609861369679 
0.25,0.09,0.0089,0.009549,1.443120,[1.11238634312916 0.689107466473132] 
0.25,0.09,0.0089,0.016011,5.351570,[1.7609861369679 0.555320801053978] 
0.25,0.09,0.0089,0.002696,3.307150,[0.375559495492822 1.92703267573751 0.659748853804323 1.7609861369679 0.555320801053978 0.591220174297097] 
0.25,0.09,0.0089,0.003348,4.088840,[0.375559495492822 0.469573488335082 0.461543733016762 0.543277965060824 0.452637489324838 0.659748853804323 1.26886130801067 0.492124828957237 0.555320801053978 0.591220174297097] 
0.25,0.09,0.0089,0.004085,4.930660,[0.375559495492822 0.469573488335082 0.461543733016762 0.543277965060824 0.452637489324838 0.659748853804323 0.689107466473132 0.265147543417351 0.314606298120183 0.492124828957237 0.555320801053978 0.591220174297097] 
0.25,0.09,0.0089,0.020341,3.247020,[1.7609861369679 0.555320801053978] 
0.25,0.09,0.0089,0.014841,7.275730,[0.845132983827903 1.00482169807759 1.11238634312916 1.7609861369679 0.555320801053978] 
0.25,0.09,0.0089,0.005685,6.313650,[0.375559495492822 0.469573488335082 0.461543733016762 0.543277965060824 0.452637489324838 0.659748853804323 0.689107466473132 0.265147543417351 0.314606298120183 0.492124828957237 0.555320801053978 0.591220174297097] 
0.25,0.09,0.0089,0.014835,3.427410,[0.845132983827903 1.00482169807759 1.11238634312916 1.7609861369679 0.555320801053978] 
0.3,0.09,0.0089,0.004428,2.705850,[0.49968979365422 0.469705798027413 0.37576184550304 0.424680631953564 0.672605100566026 0.717054335255077 0.373395927923946 0.380720095437145 0.495114628173326 0.40949112599872 0.289455225366314] 
0.3,0.09,0.0089,0.001648,1.262730,0.672605100566026 
0.3,0.09,0.0089,0.025519,4.389490,2.44244316970426 
0.3,0.09,0.0089,0.016814,1.623510,1.47304757802263 
0.3,0.09,0.0089,0.027882,2.465330,2.44244316970426 
0.3,0.09,0.0089,0.020894,2.645720,[0.969395591681633 1.47304757802263] 
0.3,0.09,0.0089,0.017477,2.826110,[0.969395591681633 1.47304757802263] 
0.3,0.09,0.0089,0.024452,3.186890,2.44244316970426 
0.3,0.09,0.0089,0.026360,3.667930,2.44244316970426 
0.3,0.09,0.0089,0.029654,2.224810,[] 
0.3,0.09,0.0089,0.000015,2.765980,[] 
0.3,0.09,0.0089,0.025948,3.908450,2.44244316970426 
0.3,0.09,0.0089,0.018365,1.443120,[] 
0.3,0.09,0.0089,0.029678,5.351570,2.44244316970426 
0.3,0.09,0.0089,0.015819,3.307150,[0.969395591681633 1.47304757802263 1.47117035861617] 
0.3,0.09,0.0089,0.014374,4.088840,[0.969395591681633 1.47304757802263 1.47117035861617 0.495114628173326] 
0.3,0.09,0.0089,0.024020,4.930660,2.44244316970426 
0.3,0.09,0.0089,0.006828,3.247020,[0.531096571098817 0.49968979365422 0.469705798027413 0.37576184550304 1.09728573251959 1.09045026317902 0.380720095437145 0.495114628173326 0.40949112599872] 
0.3,0.09,0.0089,0.014929,7.275730,[0.969395591681633 1.47304757802263 1.47117035861617 0.495114628173326] 
0.3,0.09,0.0089,0.026999,6.313650,2.44244316970426 
0.3,0.09,0.0089,0.017221,3.427410,[0.969395591681633 1.47304757802263] 
0.35,0.09,0.0089,0.025356,2.705850,1.64591893542572 
0.35,0.09,0.0089,0.022157,1.262730,[] 
0.35,0.09,0.0089,0.017577,4.389490,[2.46691722290184 1.64591893542572 1.03482604021768 0.387379183004858] 
0.35,0.09,0.0089,0.007401,1.623510,[0.376750030250578 1.09309146962869 1.08916980199975] 
0.35,0.09,0.0089,0.019987,2.465330,[2.46691722290184 1.64591893542572] 
0.35,0.09,0.0089,0.002502,2.645720,[0.510910789043487 0.486164933979092 0.376750030250578 0.34903366859324 0.744057801035447 0.754927536352832 0.334242265646918 0.556749133425974 0.56655082187077] 
0.35,0.09,0.0089,0.018773,2.826110,[2.46691722290184 1.64591893542572 1.03482604021768] 
0.35,0.09,0.0089,0.019821,3.186890,[2.46691722290184 1.64591893542572 1.42220522322254] 
0.35,0.09,0.0089,0.021883,3.667930,[2.46691722290184 1.64591893542572] 
0.35,0.09,0.0089,0.026711,2.224810,1.64591893542572 
0.35,0.09,0.0089,0.029454,2.765980,1.64591893542572 
0.35,0.09,0.0089,0.023058,3.908450,[2.46691722290184 1.64591893542572] 
0.35,0.09,0.0089,0.017432,1.443120,[] 
0.35,0.09,0.0089,0.027831,5.351570,1.64591893542572 
0.35,0.09,0.0089,0.017390,3.307150,[2.46691722290184 1.64591893542572 1.03482604021768 0.387379183004858] 
0.35,0.09,0.0089,0.000508,4.088840,[] 
0.35,0.09,0.0089,0.003622,4.930660,[0.490136732140591 0.510910789043487 0.486164933979092 0.376750030250578 0.34903366859324 0.744057801035447 0.754927536352832 0.334242265646918 0.556749133425974 0.56655082187077 0.46827521834691 0.387379183004858] 
0.35,0.09,0.0089,0.025859,3.247020,1.64591893542572 
0.35,0.09,0.0089,0.014516,7.275730,[0.997075723022579 1.46984149987927 1.64591893542572 1.03482604021768 0.387379183004858] 
0.35,0.09,0.0089,0.025320,6.313650,1.64591893542572 
0.35,0.09,0.0089,0.006274,3.427410,[0.490136732140591 0.510910789043487 0.486164933979092 0.376750030250578 0.34903366859324 0.744057801035447 0.754927536352832 0.334242265646918 0.556749133425974 0.56655082187077 0.46827521834691 0.387379183004858] 
